amount,merchant,description,category
8585.28,Udemy,Rent payment,Education
1863.95,Apollo,Flight booking,Health
13515.9,Microsoft,Dinner,Other
7778.9,Tata,Rent payment,Other
11680.17,Hotstar,Cab ride,Entertainment
12645.51,Flipkart,Movie night,Shopping
11455.26,Byju's,Recharge,Education
3650.35,Tata,Streaming subscription,Other
15612.78,Jio,Recharge,Utilities
12128.34,BESCOM,Weekend trip,Utilities
12136.48,Netflix,Monthly bill,Entertainment
19887.05,HDFC Bank,Flight booking,Rent
15192.02,Hotstar,Electricity bill,Entertainment
2856.49,BESCOM,Flight booking,Utilities
4413.31,Goibibo,Lunch,Travel
15315.84,Google,Cab ride,Other
7910.33,Netflix,Electricity bill,Entertainment
19164.13,Ajio,Cab ride,Shopping
11560.76,Apple,Weekend trip,Other
3100.57,Amazon,Online purchase,Shopping
10528.59,HDFC Bank,Monthly bill,Rent
8330.59,Jio,Cab ride,Utilities
17143.87,Zomato,Doctor appointment,Food
19070.7,Zomato,Cab ride,Food
10499.24,ICICI Bank,Electricity bill,Rent
19112.29,BWSSB,Recharge,Utilities
14761.65,PharmEasy,Lunch,Health
14743.11,Rapido,Movie night,Transport
19971.86,Netflix,Tuition fees,Entertainment
6855.26,Swiggy,Weekend trip,Food
694.24,RedBus,Rent payment,Transport
13862.32,Zomato,Electricity bill,Food
19455.19,Flipkart,Tuition fees,Shopping
11570.78,Ola,Streaming subscription,Transport
5392.45,Coursera,Weekend trip,Education
16266.92,Apple,Electricity bill,Other
2652.35,Myntra,Movie night,Shopping
18089.64,HDFC Bank,Lunch,Rent
10881.33,Ola,Movie night,Transport
10860.15,Flipkart,Lunch,Shopping
4789.95,Flipkart,Grocery shopping,Shopping
3597.07,Myntra,Lunch,Shopping
285.78,KFC,Lunch,Food
8040.53,BookMyShow,Rent payment,Entertainment
3531.51,Byju's,Streaming subscription,Education
5908.84,Hotstar,Flight booking,Entertainment
7153.83,Myntra,Doctor appointment,Shopping
18613.56,MakeMyTrip,Electricity bill,Travel
8348.06,BESCOM,Recharge,Utilities
2880.15,HDFC Bank,Doctor appointment,Rent
9269.23,MedPlus,Movie night,Health
373.0,KFC,Electricity bill,Food
8479.01,Rapido,Lunch,Transport
13079.9,Paytm,Electricity bill,Rent
18887.3,Netflix,Electricity bill,Entertainment
8811.5,Apollo,Rent payment,Health
2830.41,HDFC Bank,Tuition fees,Rent
6818.53,Rapido,Pharmacy order,Transport
16157.77,Paytm,Electricity bill,Rent
7921.56,Microsoft,Flight booking,Other
908.67,IRCTC,Pharmacy order,Travel
13502.58,Paytm,Dinner,Rent
5200.87,Uber,Dinner,Transport
10955.76,Microsoft,Recharge,Other
8181.4,Jio,Streaming subscription,Utilities
14491.37,Apollo,Weekend trip,Health
276.98,HDFC Bank,Lunch,Rent
2757.08,Jio,Cab ride,Utilities
10306.67,Udemy,Recharge,Education
5156.85,Airtel,Flight booking,Utilities
18785.99,BESCOM,Flight booking,Utilities
6400.4,Cleartrip,Pharmacy order,Travel
19953.35,Myntra,Flight booking,Shopping
1077.09,Amazon,Doctor appointment,Shopping
12866.77,Apple,Online purchase,Other
9069.55,Tata,Doctor appointment,Other
18241.87,Swiggy,Pharmacy order,Food
5851.88,MakeMyTrip,Streaming subscription,Travel
14999.36,SBI,Streaming subscription,Rent
372.03,1mg,Cab ride,Health
12268.86,Spotify,Electricity bill,Entertainment
18498.9,Goibibo,Streaming subscription,Travel
8386.46,Myntra,Movie night,Shopping
6518.8,Ola,Weekend trip,Transport
11562.66,MakeMyTrip,Recharge,Travel
9275.84,Coursera,Movie night,Education
17858.16,Goibibo,Monthly bill,Travel
925.33,Apollo,Movie night,Health
15357.44,ICICI Bank,Dinner,Rent
19059.36,Apollo,Tuition fees,Health
9634.46,Byju's,Dinner,Education
15967.37,Tata,Lunch,Other
17177.17,MedPlus,Lunch,Health
10308.28,Myntra,Electricity bill,Shopping
8370.39,Google,Weekend trip,Other
8395.41,Zomato,Lunch,Food
7399.95,Apple,Dinner,Other
18869.62,Ola,Flight booking,Transport
13039.81,Tata,Weekend trip,Other
8131.3,MedPlus,Pharmacy order,Health
14013.58,Coursera,Electricity bill,Education
1650.19,Spotify,Online purchase,Entertainment
1882.01,RedBus,Electricity bill,Transport
4493.62,Rapido,Weekend trip,Transport
14630.58,1mg,Weekend trip,Health
767.2,MedPlus,Movie night,Health
5636.76,Airtel,Recharge,Utilities
1442.06,1mg,Dinner,Health
4253.81,Paytm,Doctor appointment,Rent
5968.39,Hotstar,Pharmacy order,Entertainment
4165.19,Netflix,Movie night,Entertainment
9876.22,McDonald's,Flight booking,Food
2402.36,Flipkart,Cab ride,Shopping
12101.97,Airtel,Doctor appointment,Utilities
7383.4,Hotstar,Grocery shopping,Entertainment
16639.07,Domino's,Streaming subscription,Food
10058.9,BookMyShow,Grocery shopping,Entertainment
4111.63,MedPlus,Flight booking,Health
19986.62,BookMyShow,Dinner,Entertainment
15802.79,McDonald's,Streaming subscription,Food
4267.43,BESCOM,Pharmacy order,Utilities
2604.75,SBI,Streaming subscription,Rent
12171.95,Airtel,Movie night,Utilities
4581.51,PharmEasy,Electricity bill,Health
4398.48,Cleartrip,Grocery shopping,Travel
15263.89,Flipkart,Doctor appointment,Shopping
7839.81,Apollo,Cab ride,Health
5125.15,BookMyShow,Monthly bill,Entertainment
11628.98,Paytm,Rent payment,Rent
15379.72,Amazon,Grocery shopping,Shopping
6003.76,MedPlus,Pharmacy order,Health
13166.22,Goibibo,Dinner,Travel
15588.74,HDFC Bank,Rent payment,Rent
5224.8,BESCOM,Tuition fees,Utilities
18957.2,1mg,Grocery shopping,Health
1532.86,Goibibo,Electricity bill,Travel
8578.53,Uber,Tuition fees,Transport
1660.17,Amazon,Monthly bill,Shopping
6261.16,Ola,Flight booking,Transport
9762.19,Rapido,Electricity bill,Transport
6283.23,Goibibo,Weekend trip,Travel
4123.61,Apple,Cab ride,Other
370.98,Udemy,Pharmacy order,Education
383.67,MedPlus,Lunch,Health
3044.16,BWSSB,Tuition fees,Utilities
2189.63,Swiggy,Pharmacy order,Food
2908.75,Microsoft,Grocery shopping,Other
10649.49,PharmEasy,Recharge,Health
13987.5,Airtel,Weekend trip,Utilities
12764.56,IRCTC,Lunch,Travel
11196.76,Uber,Tuition fees,Transport
6918.07,Myntra,Rent payment,Shopping
5000.68,SBI,Monthly bill,Rent
18612.24,Swiggy,Movie night,Food
3418.31,BWSSB,Weekend trip,Utilities
15680.65,Domino's,Monthly bill,Food
9858.44,McDonald's,Weekend trip,Food
3548.47,Apollo,Rent payment,Health
4269.57,BWSSB,Streaming subscription,Utilities
9486.2,Microsoft,Monthly bill,Other
12595.11,MedPlus,Online purchase,Health
2234.34,Google,Recharge,Other
14548.42,BESCOM,Tuition fees,Utilities
8033.12,Domino's,Streaming subscription,Food
10602.88,Microsoft,Monthly bill,Other
8240.06,Spotify,Cab ride,Entertainment
359.08,Myntra,Weekend trip,Shopping
16268.19,Zomato,Electricity bill,Food
16441.73,Byju's,Movie night,Education
2561.43,Google,Cab ride,Other
7973.96,Goibibo,Recharge,Travel
3691.72,Apple,Doctor appointment,Other
13795.08,Spotify,Lunch,Entertainment
12025.8,Coursera,Cab ride,Education
8549.17,Ajio,Doctor appointment,Shopping
5439.22,ICICI Bank,Online purchase,Rent
12498.88,Paytm,Grocery shopping,Rent
16872.19,Tata,Monthly bill,Other
4510.24,BookMyShow,Electricity bill,Entertainment
13850.43,Amazon,Streaming subscription,Shopping
5950.62,KFC,Movie night,Food
8870.03,Flipkart,Online purchase,Shopping
19468.3,Byju's,Monthly bill,Education
9914.95,Apollo,Lunch,Health
12976.27,HDFC Bank,Doctor appointment,Rent
13453.51,PharmEasy,Dinner,Health
1198.76,Uber,Streaming subscription,Transport
19191.85,BWSSB,Electricity bill,Utilities
12995.21,IRCTC,Weekend trip,Travel
6983.62,HDFC Bank,Weekend trip,Rent
16585.74,Ajio,Tuition fees,Shopping
8003.45,Apollo,Rent payment,Health
15897.34,McDonald's,Recharge,Food
9264.86,Uber,Pharmacy order,Transport
16979.06,PharmEasy,Doctor appointment,Health
11922.86,Microsoft,Dinner,Other
9871.73,IRCTC,Grocery shopping,Travel
1092.8,Byju's,Recharge,Education
1636.77,SBI,Tuition fees,Rent
14578.17,Tata,Grocery shopping,Other
6681.85,Goibibo,Dinner,Travel
18177.1,KFC,Monthly bill,Food
17852.92,Amazon,Movie night,Shopping
16229.46,Apple,Weekend trip,Other
14680.79,Udemy,Cab ride,Education
8469.8,ICICI Bank,Recharge,Rent
10343.21,Jio,Pharmacy order,Utilities
10869.4,Netflix,Lunch,Entertainment
9831.36,Apple,Streaming subscription,Other
7804.29,Google,Lunch,Other
14082.81,Ajio,Monthly bill,Shopping
10310.33,Jio,Cab ride,Utilities
5734.4,McDonald's,Movie night,Food
10378.78,BookMyShow,Recharge,Entertainment
6968.21,MedPlus,Doctor appointment,Health
4812.84,Jio,Movie night,Utilities
10512.27,Myntra,Streaming subscription,Shopping
19177.26,Myntra,Rent payment,Shopping
16293.31,IRCTC,Monthly bill,Travel
2227.0,MedPlus,Lunch,Health
13572.36,BWSSB,Streaming subscription,Utilities
16679.34,1mg,Recharge,Health
13431.72,Domino's,Tuition fees,Food
2239.57,Udemy,Streaming subscription,Education
12550.16,Amazon,Rent payment,Shopping
2829.24,MakeMyTrip,Flight booking,Travel
16140.1,BESCOM,Dinner,Utilities
11298.73,Domino's,Monthly bill,Food
9909.88,McDonald's,Lunch,Food
16858.08,Goibibo,Movie night,Travel
11476.71,MedPlus,Flight booking,Health
1540.01,PharmEasy,Pharmacy order,Health
18077.45,Myntra,Weekend trip,Shopping
15657.65,Byju's,Rent payment,Education
14893.51,Unacademy,Rent payment,Education
6137.48,Jio,Monthly bill,Utilities
8588.79,Hotstar,Movie night,Entertainment
19133.47,Paytm,Weekend trip,Rent
195.86,ICICI Bank,Weekend trip,Rent
5000.71,Coursera,Streaming subscription,Education
19722.73,Amazon,Recharge,Shopping
8895.4,BESCOM,Weekend trip,Utilities
7622.98,Unacademy,Movie night,Education
11545.65,BWSSB,Doctor appointment,Utilities
7898.06,PharmEasy,Streaming subscription,Health
2945.99,Apple,Recharge,Other
16005.75,Paytm,Lunch,Rent
12178.62,McDonald's,Online purchase,Food
1260.9,KFC,Flight booking,Food
19929.63,Ajio,Electricity bill,Shopping
19590.15,Unacademy,Weekend trip,Education
6541.22,Udemy,Dinner,Education
7728.02,Uber,Dinner,Transport
8782.93,Swiggy,Rent payment,Food
8195.73,Hotstar,Pharmacy order,Entertainment
8117.27,Uber,Monthly bill,Transport
2296.49,Udemy,Recharge,Education
12612.35,Unacademy,Electricity bill,Education
12806.24,BESCOM,Tuition fees,Utilities
18412.24,ICICI Bank,Flight booking,Rent
14389.3,Flipkart,Cab ride,Shopping
72.08,Domino's,Cab ride,Food
14688.82,Ola,Doctor appointment,Transport
9863.03,Flipkart,Monthly bill,Shopping
14994.9,Google,Monthly bill,Other
2533.91,Apple,Rent payment,Other
709.13,Domino's,Recharge,Food
13824.71,Unacademy,Electricity bill,Education
16746.29,Apple,Rent payment,Other
19056.42,Unacademy,Online purchase,Education
1900.43,Netflix,Recharge,Entertainment
13561.58,Uber,Pharmacy order,Transport
8692.36,RedBus,Weekend trip,Transport
6082.17,Spotify,Online purchase,Entertainment
10443.25,BWSSB,Pharmacy order,Utilities
19215.08,MedPlus,Pharmacy order,Health
8621.59,MedPlus,Grocery shopping,Health
9181.32,BESCOM,Lunch,Utilities
14548.08,BWSSB,Electricity bill,Utilities
13807.44,Airtel,Cab ride,Utilities
12332.15,Byju's,Monthly bill,Education
16265.88,MakeMyTrip,Grocery shopping,Travel
4902.79,HDFC Bank,Streaming subscription,Rent
2312.34,RedBus,Cab ride,Transport
259.08,Ajio,Movie night,Shopping
6759.15,Ajio,Lunch,Shopping
4128.29,Ajio,Doctor appointment,Shopping
15612.63,Domino's,Lunch,Food
12667.51,Netflix,Doctor appointment,Entertainment
4221.1,ICICI Bank,Recharge,Rent
5182.48,Google,Recharge,Other
14528.14,Hotstar,Movie night,Entertainment
878.75,Domino's,Streaming subscription,Food
14327.24,Apple,Tuition fees,Other
5493.11,Microsoft,Online purchase,Other
6089.83,Flipkart,Movie night,Shopping
5587.82,Flipkart,Tuition fees,Shopping
18432.92,PharmEasy,Grocery shopping,Health
15757.66,Jio,Recharge,Utilities
9598.89,Flipkart,Online purchase,Shopping
2657.81,IRCTC,Doctor appointment,Travel
2396.53,Byju's,Monthly bill,Education
12349.87,Myntra,Electricity bill,Shopping
16340.34,ICICI Bank,Cab ride,Rent
351.04,Tata,Doctor appointment,Other
19732.99,Goibibo,Streaming subscription,Travel
3138.14,RedBus,Lunch,Transport
6874.4,HDFC Bank,Flight booking,Rent
8766.07,Microsoft,Tuition fees,Other
14926.77,Apollo,Online purchase,Health
13491.34,Google,Weekend trip,Other
8807.59,Cleartrip,Doctor appointment,Travel
5153.45,Microsoft,Recharge,Other
1666.11,MakeMyTrip,Lunch,Travel
16457.09,Rapido,Rent payment,Transport
15444.56,BWSSB,Grocery shopping,Utilities
8865.74,RedBus,Streaming subscription,Transport
5260.18,PharmEasy,Grocery shopping,Health
6134.06,Domino's,Tuition fees,Food
4949.63,BWSSB,Rent payment,Utilities
6230.83,Airtel,Monthly bill,Utilities
7442.88,Byju's,Doctor appointment,Education
4454.33,Flipkart,Cab ride,Shopping
15992.58,Netflix,Doctor appointment,Entertainment
4234.08,SBI,Doctor appointment,Rent
9398.08,BWSSB,Flight booking,Utilities
3115.02,MakeMyTrip,Online purchase,Travel
7218.03,Domino's,Lunch,Food
11851.21,Apple,Weekend trip,Other
2979.46,Myntra,Dinner,Shopping
9348.42,Netflix,Recharge,Entertainment
4441.75,MakeMyTrip,Cab ride,Travel
8890.03,Microsoft,Grocery shopping,Other
9808.24,Amazon,Lunch,Shopping
13680.72,Coursera,Weekend trip,Education
5592.94,Airtel,Grocery shopping,Utilities
14848.28,MakeMyTrip,Movie night,Travel
8541.37,ICICI Bank,Movie night,Rent
5235.63,MakeMyTrip,Lunch,Travel
16163.08,Goibibo,Doctor appointment,Travel
2493.32,Swiggy,Online purchase,Food
9849.87,Airtel,Electricity bill,Utilities
14190.12,Flipkart,Flight booking,Shopping
1380.87,BookMyShow,Tuition fees,Entertainment
17612.97,Unacademy,Streaming subscription,Education
13810.61,Rapido,Monthly bill,Transport
2610.41,Netflix,Pharmacy order,Entertainment
17791.06,Zomato,Doctor appointment,Food
6822.28,MedPlus,Rent payment,Health
2843.54,Spotify,Electricity bill,Entertainment
2628.79,BESCOM,Lunch,Utilities
8257.26,Google,Weekend trip,Other
4825.15,Ola,Streaming subscription,Transport
14584.88,BESCOM,Flight booking,Utilities
5717.17,Netflix,Weekend trip,Entertainment
2434.84,KFC,Streaming subscription,Food
6678.92,Unacademy,Streaming subscription,Education
17163.32,PharmEasy,Electricity bill,Health
135.61,Jio,Flight booking,Utilities
9645.17,Rapido,Weekend trip,Transport
16809.41,Paytm,Monthly bill,Rent
10160.76,Hotstar,Pharmacy order,Entertainment
18051.41,MakeMyTrip,Rent payment,Travel
16448.81,BookMyShow,Doctor appointment,Entertainment
17848.29,SBI,Tuition fees,Rent
8511.75,BESCOM,Electricity bill,Utilities
17888.75,1mg,Online purchase,Health
3694.49,Amazon,Rent payment,Shopping
7806.89,Jio,Dinner,Utilities
17716.43,Microsoft,Cab ride,Other
6844.26,MakeMyTrip,Movie night,Travel
13900.7,Tata,Movie night,Other
9610.37,BESCOM,Doctor appointment,Utilities
6751.25,Coursera,Doctor appointment,Education
13031.72,Myntra,Dinner,Shopping
437.51,Jio,Streaming subscription,Utilities
17670.46,Amazon,Weekend trip,Shopping
2882.4,McDonald's,Recharge,Food
7783.6,PharmEasy,Dinner,Health
2377.08,Microsoft,Dinner,Other
15725.82,Airtel,Pharmacy order,Utilities
18294.64,Netflix,Rent payment,Entertainment
18987.07,Netflix,Rent payment,Entertainment
859.16,Byju's,Electricity bill,Education
14743.43,McDonald's,Pharmacy order,Food
8426.13,Spotify,Movie night,Entertainment
3517.9,BESCOM,Recharge,Utilities
5385.06,Jio,Weekend trip,Utilities
13260.03,Netflix,Flight booking,Entertainment
13719.94,Goibibo,Grocery shopping,Travel
2408.26,Amazon,Streaming subscription,Shopping
4931.67,Microsoft,Online purchase,Other
19867.75,ICICI Bank,Grocery shopping,Rent
1381.97,Jio,Monthly bill,Utilities
14973.5,Goibibo,Doctor appointment,Travel
1623.96,Microsoft,Online purchase,Other
2705.76,Spotify,Tuition fees,Entertainment
11736.72,RedBus,Movie night,Transport
16515.97,Paytm,Recharge,Rent
6035.92,BESCOM,Pharmacy order,Utilities
12369.5,Goibibo,Pharmacy order,Travel
18331.15,Udemy,Flight booking,Education
4432.54,Tata,Monthly bill,Other
18642.95,Spotify,Doctor appointment,Entertainment
16100.55,ICICI Bank,Pharmacy order,Rent
19131.49,Ajio,Rent payment,Shopping
5654.32,1mg,Rent payment,Health
14858.22,Microsoft,Grocery shopping,Other
13532.44,Ajio,Electricity bill,Shopping
7599.57,Unacademy,Dinner,Education
18276.86,Unacademy,Weekend trip,Education
6025.17,MakeMyTrip,Monthly bill,Travel
15695.55,BESCOM,Dinner,Utilities
4261.47,MedPlus,Doctor appointment,Health
627.77,Goibibo,Weekend trip,Travel
11977.09,PharmEasy,Recharge,Health
6050.67,Netflix,Monthly bill,Entertainment
17503.04,Apollo,Tuition fees,Health
7883.45,MedPlus,Movie night,Health
16825.52,Apple,Rent payment,Other
2593.92,1mg,Tuition fees,Health
17251.79,Uber,Movie night,Transport
1062.69,Udemy,Streaming subscription,Education
16759.19,Hotstar,Rent payment,Entertainment
11872.11,Coursera,Dinner,Education
4065.91,Myntra,Electricity bill,Shopping
2082.29,Coursera,Monthly bill,Education
15381.68,Rapido,Pharmacy order,Transport
3279.3,Coursera,Grocery shopping,Education
16710.29,PharmEasy,Dinner,Health
14026.49,Udemy,Tuition fees,Education
684.56,Ola,Dinner,Transport
12805.16,Netflix,Flight booking,Entertainment
12287.16,MedPlus,Recharge,Health
5538.68,Netflix,Online purchase,Entertainment
13674.43,RedBus,Recharge,Transport
17300.17,McDonald's,Rent payment,Food
8091.85,RedBus,Movie night,Transport
12412.86,Ajio,Movie night,Shopping
11467.27,Apple,Rent payment,Other
11369.45,1mg,Weekend trip,Health
17311.95,Jio,Dinner,Utilities
2332.52,Apollo,Streaming subscription,Health
18411.18,Ajio,Online purchase,Shopping
8018.85,Ola,Streaming subscription,Transport
791.48,MakeMyTrip,Online purchase,Travel
303.88,Coursera,Flight booking,Education
17223.28,Microsoft,Dinner,Other
2732.55,Unacademy,Monthly bill,Education
8430.9,BWSSB,Electricity bill,Utilities
11201.15,Ola,Electricity bill,Transport
11872.4,Ajio,Rent payment,Shopping
1613.43,SBI,Grocery shopping,Rent
19538.6,Zomato,Monthly bill,Food
16685.41,Goibibo,Grocery shopping,Travel
4760.14,Cleartrip,Doctor appointment,Travel
17237.63,HDFC Bank,Rent payment,Rent
12078.11,Byju's,Weekend trip,Education
4283.69,Amazon,Recharge,Shopping
10495.29,Jio,Online purchase,Utilities
5275.03,IRCTC,Online purchase,Travel
11016.85,ICICI Bank,Cab ride,Rent
3883.45,Rapido,Grocery shopping,Transport
11314.67,Flipkart,Tuition fees,Shopping
17796.95,HDFC Bank,Cab ride,Rent
999.99,MedPlus,Rent payment,Health
15424.32,Udemy,Dinner,Education
3696.43,Microsoft,Flight booking,Other
16216.32,IRCTC,Online purchase,Travel
12225.8,Hotstar,Electricity bill,Entertainment
529.72,Byju's,Recharge,Education
10309.84,Netflix,Rent payment,Entertainment
18495.98,Flipkart,Doctor appointment,Shopping
4964.63,Apollo,Doctor appointment,Health
14141.15,MakeMyTrip,Movie night,Travel
4981.13,Flipkart,Flight booking,Shopping
9469.24,Google,Pharmacy order,Other
916.47,BESCOM,Tuition fees,Utilities
6323.07,Netflix,Monthly bill,Entertainment
18569.66,Goibibo,Weekend trip,Travel
4296.1,Coursera,Grocery shopping,Education
2424.82,Myntra,Dinner,Shopping
3350.11,Tata,Grocery shopping,Other
14594.13,McDonald's,Dinner,Food
11813.51,Flipkart,Dinner,Shopping
15696.83,Unacademy,Monthly bill,Education
13406.81,Airtel,Tuition fees,Utilities
5335.49,Ola,Rent payment,Transport
15944.22,Airtel,Dinner,Utilities
6676.2,Byju's,Streaming subscription,Education
14529.02,SBI,Cab ride,Rent
1095.38,Unacademy,Weekend trip,Education
13653.38,KFC,Grocery shopping,Food
5223.82,Myntra,Flight booking,Shopping
15239.46,Goibibo,Streaming subscription,Travel
9247.92,Amazon,Online purchase,Shopping
7060.37,BookMyShow,Dinner,Entertainment
19972.06,1mg,Monthly bill,Health
3656.58,Byju's,Pharmacy order,Education
4439.01,Myntra,Doctor appointment,Shopping
12444.3,Flipkart,Movie night,Shopping
18534.16,Google,Monthly bill,Other
16676.73,Uber,Doctor appointment,Transport
17340.01,IRCTC,Streaming subscription,Travel
8218.72,MakeMyTrip,Dinner,Travel
1438.55,BookMyShow,Movie night,Entertainment
16409.56,Rapido,Movie night,Transport
6763.82,Microsoft,Grocery shopping,Other
9026.21,Zomato,Online purchase,Food
5035.69,SBI,Grocery shopping,Rent
3591.51,SBI,Online purchase,Rent
12758.8,1mg,Movie night,Health
5976.69,ICICI Bank,Electricity bill,Rent
7569.39,Apollo,Tuition fees,Health
18746.77,IRCTC,Streaming subscription,Travel
945.68,Tata,Recharge,Other
5439.45,Ola,Dinner,Transport
1669.78,HDFC Bank,Dinner,Rent
10407.01,Google,Lunch,Other
8907.5,BookMyShow,Tuition fees,Entertainment
8749.87,Ola,Cab ride,Transport
16786.39,BookMyShow,Lunch,Entertainment
11714.0,Rapido,Movie night,Transport
8742.63,BESCOM,Streaming subscription,Utilities
8049.91,Unacademy,Doctor appointment,Education
