amount,merchant,description,category
1083.74,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
133.34,1mg,doctor visit at 1mg,Healthcare
1194.01,Zomato,lunch at Zomato,Dining
717,Big Bazaar,vegetables at Big Bazaar,Groceries
1401.43,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
738.32,Unacademy,study material at Unacademy,Education
412.25,Spotify,movie at Spotify,Entertainment
149.67,BookMyShow,games at BookMyShow,Entertainment
567.33,Uber,cab fare at Uber,Travel
152.46,Domino's,food delivery at Domino's,Dining
292.01,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
6553.51,Airtel,internet at Airtel,Utilities
880.76,Unacademy,study material at Unacademy,Education
1138.52,1mg,doctor visit at 1mg,Healthcare
3102.68,Vedantu,study material at Vedantu,Education
8128.66,DMart,vegetables at DMart,Groceries
1310.98,Coursera,study material at Coursera,Education
2510.76,PractO,consultation at PractO,Healthcare
593.88,mahanagar gas,internet at Mahanagar Gas,Utilities
547.37,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
773.01,RedBus,flight at RedBus,Travel
1674.43,Google Pay,recharge at Google Pay,Others
1719.46,Hotstar,games at Hotstar,Entertainment
568.03,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
214.44,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
1501.12,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
206.01,Indian Oil,fuel refill at Indian Oil,Fuel
1295.88,Paytm,PAYMENT AT PAYTM,Others
1773.43,Paytm,payment at Paytm,Others
1809.02,1mg,doctor visit at 1mg,Healthcare
2100.42,Unacademy,study material at Unacademy,Education
3093.69,Barbeque Nation,food delivery at Barbeque Nation,Dining
1039.6,Uber,cab fare at Uber,Travel
1965.39,Tata Power,mobile recharge at Tata Power,Utilities
1448.11,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
309.87,Netflix,movie at Netflix,Entertainment
39.04,Unacademy,subscription at Unacademy,Education
502.25,Unacademy,subscription at Unacademy,Education
877.88,Uber,bus ticket at Uber,Travel
1440,BESCOM,mobile recharge at BESCOM,Utilities
2845.27,Tata Power,gas bill at Tata Power,Utilities
327.69,Swiggy,dinner at Swiggy,Dining
201.24,Zomato,dinner at Zomato,Dining
4964.84,IRCTC,cab fare at IRCTC,Travel
171.51,PractO,medicine at PractO,Healthcare
976.54,BookMyShow,concert at BookMyShow,Entertainment
1321.25,IRCTC,train ticket at IRCTC,Travel
1169.28,Tata Power,gas bill at Tata Power,Utilities
134.94,Vedantu,subscription at Vedantu,Education
88.08,BESCOM,electricity bill at BESCOM,Utilities
167.21,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
1321.34,Domino's,dinner at Domino's,Dining
1179.03,Hotstar,movie at Hotstar,Entertainment
399.35,Google Pay,recharge at Google Pay,Others
1523.23,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
2572.76,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
63.7,IRCTC,bus ticket at IRCTC,Travel
1034.12,Myntra,electronics at Myntra,Shopping
1753.44,Flipkart,clothes at Flipkart,Shopping
436.15,Netmeds,health checkup at Netmeds,Healthcare
551.76,Zomato,lunch at Zomato,Dining
1426.47,Uber,train ticket at Uber,Travel
3423.22,Coursera,course fee at Coursera,Education
2490.5,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
1312.47,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
1965.23,1mg,medicine at 1mg,Healthcare
680.78,Spotify,movie at Spotify,Entertainment
1536.51,IRCTC,cab fare at IRCTC,Travel
941.55,DMart,monthly ration at DMart,Groceries
315.96,BYJU'S,subscription at BYJU'S,Education
1814.68,Google Pay,transfer at Google Pay,Others
1219.47,uber,cab fare at Uber,Travel
666.2,PhonePe,RECHARGE AT PHONEPE,Others
3634.41,Netmeds,health checkup at Netmeds,Healthcare
31.73,Vedantu,study material at Vedantu,Education
569.2,Domino's,lunch at Domino's,Dining
87.84,PractO,doctor visit at PractO,Healthcare
2182.04,Ola,train ticket at Ola,Travel
1816.53,Ajio,electronics at Ajio,Shopping
603.75,Uber,train ticket at Uber,Travel
1688.96,IRCTC,train ticket at IRCTC,Travel
756.12,DMart,vegetables at DMart,Groceries
2117.44,Coursera,subscription at Coursera,Education
908.21,PractO,health checkup at PractO,Healthcare
797.26,Indian Oil,petrol at Indian Oil,Fuel
4093.83,Bharat Petroleum,FUEL REFILL AT BHARAT PETROLEUM,Fuel
433.28,Google Pay,recharge at Google Pay,Others
192.51,Reliance Fresh,bread at Reliance Fresh,Groceries
1317.56,BESCOM,gas bill at BESCOM,Utilities
5226.31,Paytm,payment at Paytm,Others
711.84,Zomato,dinner at Zomato,Dining
96.07,Domino's,dinner at Domino's,Dining
621.7,Unacademy,subscription at Unacademy,Education
1057.62,1mg,health checkup at 1mg,Healthcare
264.97,Indian Oil,petrol at Indian Oil,Fuel
1609.87,byju's,STUDY MATERIAL AT BYJU'S,Education
9144.83,RedBus,cab fare at RedBus,Travel
901.51,RedBus,cab fare at RedBus,Travel
657.13,Netflix,games at Netflix,Entertainment
768,Airtel,gas bill at Airtel,Utilities
183.5,Tata Power,electricity bill at Tata Power,Utilities
3221.88,BYJU'S,subscription at BYJU'S,Education
803.77,Unacademy,STUDY MATERIAL AT UNACADEMY,Education
734.76,Ola,flight at Ola,Travel
1616.85,Myntra,footwear at Myntra,Shopping
875.18,Swiggy,food delivery at Swiggy,Dining
1567.18,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
95.12,Domino's,snack at Domino's,Dining
2520.78,Domino's,snack at Domino's,Dining
4232.77,Myntra,footwear at Myntra,Shopping
1569.45,Google Pay,transfer at Google Pay,Others
4637.24,Ajio,electronics at Ajio,Shopping
246.31,DMart,vegetables at DMart,Groceries
973.45,Vedantu,study material at Vedantu,Education
1381.23,PractO,medicine at PractO,Healthcare
1307.47,Google Pay,transfer at Google Pay,Others
769.9,Flipkart,electronics at Flipkart,Shopping
618.93,Hotstar,movie at Hotstar,Entertainment
203.43,Amazon,footwear at Amazon,Shopping
745.74,Flipkart,footwear at Flipkart,Shopping
266.29,Spotify,movie at Spotify,Entertainment
1988.45,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
351.37,Paytm,recharge at Paytm,Others
90.53,1mg,consultation at 1mg,Healthcare
1205.67,Spotify,concert at Spotify,Entertainment
1356.65,Reliance Fresh,vegetables at Reliance Fresh,Groceries
3082.57,Tata Power,internet at Tata Power,Utilities
1290.51,uber,train ticket at Uber,Travel
635.78,Airtel,electricity bill at Airtel,Utilities
2436.92,Uber,train ticket at Uber,Travel
1165.7,Hotstar,subscription at Hotstar,Entertainment
123.9,Swiggy,food delivery at Swiggy,Dining
1251.55,Ola,flight at Ola,Travel
3579.25,Coursera,course fee at Coursera,Education
757.05,Google Pay,transfer at Google Pay,Others
527.16,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
232.3,PractO,MEDICINE AT PRACTO,Healthcare
246.33,Domino's,snack at Domino's,Dining
850.49,Ajio,electronics at Ajio,Shopping
1358.32,Coursera,course fee at Coursera,Education
126.08,PhonePe,transfer at PhonePe,Others
4209.37,PhonePe,payment at PhonePe,Others
2110.56,PhonePe,payment at PhonePe,Others
1325.1,Uber,bus ticket at Uber,Travel
2644.22,Google Pay,transfer at Google Pay,Others
125.38,Hotstar,games at Hotstar,Entertainment
971.8,Zomato,snack at Zomato,Dining
1491.76,1mg,doctor visit at 1mg,Healthcare
2646.1,Ola,train ticket at Ola,Travel
2295.04,Spotify,games at Spotify,Entertainment
486.66,Uber,cab fare at Uber,Travel
4242.28,PractO,health checkup at PractO,Healthcare
199.18,Coursera,study material at Coursera,Education
3120.77,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
5307.6,Myntra,clothes at Myntra,Shopping
292.48,1mg,medicine at 1mg,Healthcare
1920.56,Netflix,subscription at Netflix,Entertainment
61.68,BYJU'S,subscription at BYJU'S,Education
779.86,Vedantu,subscription at Vedantu,Education
1089.38,Google Pay,payment at Google Pay,Others
1303.56,1mg,consultation at 1mg,Healthcare
4121.84,More Supermarket,bread at More Supermarket,Groceries
1673.26,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
984.58,Mahanagar Gas,internet at Mahanagar Gas,Utilities
2488.53,Ola,train ticket at Ola,Travel
4509.67,Airtel,internet at Airtel,Utilities
33.47,Google Pay,TRANSFER AT GOOGLE PAY,Others
6070.16,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
135.1,PractO,consultation at PractO,Healthcare
2526.14,IRCTC,cab fare at IRCTC,Travel
493.45,Ajio,electronics at Ajio,Shopping
212.66,Bharat Petroleum,PETROL AT BHARAT PETROLEUM,Fuel
869.34,Spotify,games at Spotify,Entertainment
1549.05,Swiggy,lunch at Swiggy,Dining
719.36,Indian Oil,diesel at Indian Oil,Fuel
84.17,Flipkart,electronics at Flipkart,Shopping
1372.42,BYJU'S,subscription at BYJU'S,Education
3490.37,bookmyshow,MOVIE AT BOOKMYSHOW,Entertainment
724.85,Tata Power,mobile recharge at Tata Power,Utilities
365.66,Vedantu,subscription at Vedantu,Education
876.65,Reliance Fresh,vegetables at Reliance Fresh,Groceries
74.36,BESCOM,mobile recharge at BESCOM,Utilities
2576.27,Amazon,clothes at Amazon,Shopping
2625.99,Myntra,home decor at Myntra,Shopping
1330.1,paytm,transfer at Paytm,Others
653.35,Spotify,movie at Spotify,Entertainment
2412.53,Domino's,LUNCH AT DOMINO'S,Dining
1213.47,Google Pay,PAYMENT AT GOOGLE PAY,Others
2622.47,Tata Power,mobile recharge at Tata Power,Utilities
1497.3,Paytm,payment at Paytm,Others
2301.53,Indian Oil,petrol at Indian Oil,Fuel
1369.06,BookMyShow,movie at BookMyShow,Entertainment
802.01,More Supermarket,bread at More Supermarket,Groceries
4753.2,Paytm,transfer at Paytm,Others
1168.43,Vedantu,subscription at Vedantu,Education
1393.64,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
373.63,BookMyShow,concert at BookMyShow,Entertainment
1473.85,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1271.57,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
306.55,Domino's,snack at Domino's,Dining
92.15,Uber,cab fare at Uber,Travel
1390.87,Reliance Fresh,vegetables at Reliance Fresh,Groceries
2163.93,Unacademy,study material at Unacademy,Education
1111.62,BookMyShow,games at BookMyShow,Entertainment
385.77,Tata Power,internet at Tata Power,Utilities
1647.27,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
125.24,PractO,consultation at PractO,Healthcare
874.65,Swiggy,lunch at Swiggy,Dining
267.55,Airtel,MOBILE RECHARGE AT AIRTEL,Utilities
305.86,Hotstar,subscription at Hotstar,Entertainment
339.02,Flipkart,footwear at Flipkart,Shopping
733.37,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
78.76,practo,consultation at PractO,Healthcare
760.73,Indian Oil,diesel at Indian Oil,Fuel
1075.26,Myntra,clothes at Myntra,Shopping
990.42,Big Bazaar,vegetables at Big Bazaar,Groceries
723.8,Hotstar,subscription at Hotstar,Entertainment
2740.89,Mahanagar Gas,internet at Mahanagar Gas,Utilities
235.55,BYJU'S,study material at BYJU'S,Education
1056.91,Paytm,transfer at Paytm,Others
96.07,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
110.72,Google Pay,recharge at Google Pay,Others
1279.5,phonepe,transfer at PhonePe,Others
1252.13,vedantu,study material at Vedantu,Education
3156.01,Unacademy,study material at Unacademy,Education
1224.24,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
4820.5,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
74.88,Airtel,gas bill at Airtel,Utilities
154.72,Ajio,clothes at Ajio,Shopping
67.6,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
307.36,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
1168.94,Myntra,clothes at Myntra,Shopping
1555.88,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
69.99,BYJU'S,study material at BYJU'S,Education
4377.35,PhonePe,transfer at PhonePe,Others
2769.31,Ajio,electronics at Ajio,Shopping
527.77,Spotify,games at Spotify,Entertainment
120.49,IRCTC,flight at IRCTC,Travel
279.29,BYJU'S,course fee at BYJU'S,Education
203.63,Indian Oil,fuel refill at Indian Oil,Fuel
197.36,Coursera,course fee at Coursera,Education
1096.47,Vedantu,course fee at Vedantu,Education
423.24,Myntra,footwear at Myntra,Shopping
665.08,Google Pay,recharge at Google Pay,Others
6835.33,Spotify,GAMES AT SPOTIFY,Entertainment
1729.51,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
4463.33,Amazon,footwear at Amazon,Shopping
230.7,Uber,bus ticket at Uber,Travel
722.24,Coursera,subscription at Coursera,Education
1213.62,Tata Power,electricity bill at Tata Power,Utilities
119.8,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
10,Vedantu,course fee at Vedantu,Education
1664.97,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
1540.08,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
793.46,BESCOM,electricity bill at BESCOM,Utilities
1008.97,Barbeque Nation,dinner at Barbeque Nation,Dining
805.35,Spotify,subscription at Spotify,Entertainment
36.45,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
612.79,domino's,lunch at Domino's,Dining
292.35,More Supermarket,monthly ration at More Supermarket,Groceries
155.42,Indian Oil,diesel at Indian Oil,Fuel
4710.11,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
1372.04,Swiggy,food delivery at Swiggy,Dining
1956.55,Spotify,movie at Spotify,Entertainment
568.3,Hotstar,movie at Hotstar,Entertainment
749.2,Ola,bus ticket at Ola,Travel
405.6,DMart,MONTHLY RATION AT DMART,Groceries
152.99,Ola,TRAIN TICKET AT OLA,Travel
295.91,Swiggy,dinner at Swiggy,Dining
2395.63,Paytm,transfer at Paytm,Others
1697.69,BESCOM,internet at BESCOM,Utilities
1187.56,Barbeque Nation,snack at Barbeque Nation,Dining
966.79,Swiggy,dinner at Swiggy,Dining
3834.94,Vedantu,study material at Vedantu,Education
113.27,Reliance Fresh,milk at Reliance Fresh,Groceries
494.01,BookMyShow,movie at BookMyShow,Entertainment
646.03,Mahanagar Gas,MOBILE RECHARGE AT MAHANAGAR GAS,Utilities
2287.82,Amazon,FOOTWEAR AT AMAZON,Shopping
7342.21,barbeque nation,snack at Barbeque Nation,Dining
412.98,Barbeque Nation,dinner at Barbeque Nation,Dining
3110.87,Paytm,recharge at Paytm,Others
2663.44,PhonePe,payment at PhonePe,Others
381.68,byju's,subscription at BYJU'S,Education
764.57,1mg,doctor visit at 1mg,Healthcare
790.62,BookMyShow,games at BookMyShow,Entertainment
5740.19,Paytm,payment at Paytm,Others
299.31,Myntra,clothes at Myntra,Shopping
2407.85,Netflix,subscription at Netflix,Entertainment
610.13,Uber,train ticket at Uber,Travel
1968.84,Spotify,concert at Spotify,Entertainment
817.12,IRCTC,bus ticket at IRCTC,Travel
1295.4,Barbeque Nation,dinner at Barbeque Nation,Dining
2681.16,irctc,train ticket at IRCTC,Travel
2445.73,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
3019.62,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
92.2,Google Pay,transfer at Google Pay,Others
1766.73,Google Pay,payment at Google Pay,Others
226.21,IRCTC,flight at IRCTC,Travel
806.32,PhonePe,transfer at PhonePe,Others
1193.06,Swiggy,snack at Swiggy,Dining
773.1,Netmeds,DOCTOR VISIT AT NETMEDS,Healthcare
1099.74,Ajio,footwear at Ajio,Shopping
8493.81,PractO,health checkup at PractO,Healthcare
217.92,Tata Power,internet at Tata Power,Utilities
1688,PhonePe,recharge at PhonePe,Others
756.27,Swiggy,dinner at Swiggy,Dining
214.09,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
259.28,Mahanagar Gas,INTERNET AT MAHANAGAR GAS,Utilities
4471.95,Coursera,study material at Coursera,Education
3175.42,Netmeds,doctor visit at Netmeds,Healthcare
3563.41,DMart,vegetables at DMart,Groceries
7157.33,Unacademy,subscription at Unacademy,Education
350.39,1mg,doctor visit at 1mg,Healthcare
658.78,Coursera,subscription at Coursera,Education
1659.45,Netmeds,medicine at Netmeds,Healthcare
991.9,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
812.93,Myntra,electronics at Myntra,Shopping
664.31,Spotify,subscription at Spotify,Entertainment
1351.29,Google Pay,recharge at Google Pay,Others
1285.6,Spotify,concert at Spotify,Entertainment
264.14,ola,train ticket at Ola,Travel
957.25,Amazon,home decor at Amazon,Shopping
1209.38,PractO,health checkup at PractO,Healthcare
1266.96,Big Bazaar,milk at Big Bazaar,Groceries
353.79,PhonePe,transfer at PhonePe,Others
2033.77,Spotify,subscription at Spotify,Entertainment
38.28,Zomato,snack at Zomato,Dining
657.37,Big Bazaar,monthly ration at Big Bazaar,Groceries
2272.64,Hotstar,SUBSCRIPTION AT HOTSTAR,Entertainment
1244.8,Tata Power,internet at Tata Power,Utilities
454.02,Google Pay,transfer at Google Pay,Others
1780.93,Ajio,footwear at Ajio,Shopping
1256.88,Big Bazaar,monthly ration at Big Bazaar,Groceries
2386.25,More Supermarket,vegetables at More Supermarket,Groceries
1992.18,Swiggy,dinner at Swiggy,Dining
1412.83,Barbeque Nation,dinner at Barbeque Nation,Dining
1004.67,Hotstar,movie at Hotstar,Entertainment
214.39,DMart,vegetables at DMart,Groceries
454.36,BookMyShow,games at BookMyShow,Entertainment
814.76,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
1371.81,Indian Oil,fuel refill at Indian Oil,Fuel
1081.42,PhonePe,payment at PhonePe,Others
509.9,Tata Power,mobile recharge at Tata Power,Utilities
10,Uber,bus ticket at Uber,Travel
1028.48,Netmeds,medicine at Netmeds,Healthcare
504.52,Ajio,footwear at Ajio,Shopping
1989.82,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
36.36,BookMyShow,games at BookMyShow,Entertainment
1318.59,Netflix,concert at Netflix,Entertainment
4257.43,Reliance Fresh,bread at Reliance Fresh,Groceries
287.48,Indian Oil,diesel at Indian Oil,Fuel
956.99,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
143.81,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
1473.97,amazon,electronics at Amazon,Shopping
1199.53,IRCTC,cab fare at IRCTC,Travel
784.77,PhonePe,payment at PhonePe,Others
1105.26,Coursera,SUBSCRIPTION AT COURSERA,Education
3403.36,Flipkart,clothes at Flipkart,Shopping
327.78,Zomato,food delivery at Zomato,Dining
34.23,Amazon,footwear at Amazon,Shopping
2967.11,Unacademy,study material at Unacademy,Education
1290.99,Tata Power,gas bill at Tata Power,Utilities
3319.92,Unacademy,subscription at Unacademy,Education
1363.02,PractO,medicine at PractO,Healthcare
2492.37,1mg,medicine at 1mg,Healthcare
842.32,Barbeque Nation,lunch at Barbeque Nation,Dining
2078.6,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
3663.49,BookMyShow,subscription at BookMyShow,Entertainment
1273.38,RedBus,cab fare at RedBus,Travel
299.11,Swiggy,dinner at Swiggy,Dining
469.6,Vedantu,study material at Vedantu,Education
332.18,Hotstar,movie at Hotstar,Entertainment
425.25,Hotstar,movie at Hotstar,Entertainment
548.82,Zomato,food delivery at Zomato,Dining
1214.97,RedBus,FLIGHT AT REDBUS,Travel
1330.07,Flipkart,footwear at Flipkart,Shopping
834,Amazon,footwear at Amazon,Shopping
1433.41,DMart,bread at DMart,Groceries
127.64,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
137.82,Netflix,movie at Netflix,Entertainment
282.8,Airtel,gas bill at Airtel,Utilities
1094.96,Zomato,food delivery at Zomato,Dining
361.19,Google Pay,recharge at Google Pay,Others
499.61,DMart,monthly ration at DMart,Groceries
767.02,DMart,milk at DMart,Groceries
2505.9,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
20.94,PractO,doctor visit at PractO,Healthcare
1572.07,DMart,bread at DMart,Groceries
1657.9,Mahanagar Gas,internet at Mahanagar Gas,Utilities
2404.11,Big Bazaar,vegetables at Big Bazaar,Groceries
4049.07,Swiggy,snack at Swiggy,Dining
30.52,More Supermarket,bread at More Supermarket,Groceries
250.47,Ola,bus ticket at Ola,Travel
3259.59,Coursera,study material at Coursera,Education
920.17,BookMyShow,concert at BookMyShow,Entertainment
1247.2,PhonePe,transfer at PhonePe,Others
1631.63,Indian Oil,diesel at Indian Oil,Fuel
1704.78,Myntra,home decor at Myntra,Shopping
4026.66,1mg,health checkup at 1mg,Healthcare
8688.63,PhonePe,PAYMENT AT PHONEPE,Others
1910.29,Spotify,subscription at Spotify,Entertainment
507.88,vedantu,course fee at Vedantu,Education
